fSentiment_StateID,fSentiment_Score,fSentiment_Date,fSentiment_ProductID,fSentiment_ZIPState
1,39,"Wednesday, October 1, 2014",1908,00001AK
1,39,"Saturday, November 1, 2014",1908,00001AK
1,39,"Sunday, February 1, 2015",1908,00001AK
1,39,"Monday, June 1, 2015",211,00001AK
1,40,"Wednesday, January 1, 2014",211,00001AK
1,40,"Saturday, February 1, 2014",1,00001AK
1,40,"Thursday, May 1, 2014",211,00001AK
1,40,"Monday, September 1, 2014",211,00001AK
1,40,"Saturday, November 1, 2014",1,00001AK
1,40,"Sunday, February 1, 2015",1,00001AK
1,41,"Saturday, February 1, 2014",199,00001AK
1,41,"Saturday, March 1, 2014",1908,00001AK
1,41,"Friday, August 1, 2014",1908,00001AK
1,41,"Monday, September 1, 2014",392,00001AK
1,41,"Sunday, February 1, 2015",211,00001AK
1,41,"Sunday, March 1, 2015",1908,00001AK
1,42,"Saturday, March 1, 2014",1,00001AK
1,42,"Sunday, June 1, 2014",199,00001AK
1,43,"Tuesday, April 1, 2014",1,00001AK
1,43,"Saturday, November 1, 2014",199,00001AK
1,43,"Saturday, November 1, 2014",211,00001AK
1,43,"Monday, December 1, 2014",1908,00001AK
1,43,"Monday, December 1, 2014",211,00001AK
1,43,"Thursday, January 1, 2015",211,00001AK
1,43,"Friday, May 1, 2015",1908,00001AK
1,44,"Tuesday, April 1, 2014",392,00001AK
1,44,"Thursday, May 1, 2014",2187,00001AK
1,44,"Tuesday, July 1, 2014",392,00001AK
1,44,"Monday, September 1, 2014",1908,00001AK
1,44,"Monday, December 1, 2014",1908,00001AK
1,44,"Sunday, February 1, 2015",2187,00001AK
1,44,"Sunday, February 1, 2015",2187,00001AK
1,45,"Sunday, March 1, 2015",2187,00001AK
1,45,"Friday, May 1, 2015",199,00001AK
1,46,"Saturday, March 1, 2014",199,00001AK
1,46,"Saturday, March 1, 2014",2187,00001AK
1,46,"Wednesday, October 1, 2014",2187,00001AK
1,46,"Wednesday, October 1, 2014",2187,00001AK
1,46,"Saturday, November 1, 2014",392,00001AK
1,46,"Monday, December 1, 2014",211,00001AK
1,46,"Thursday, January 1, 2015",392,00001AK
1,46,"Wednesday, April 1, 2015",211,00001AK
1,46,"Wednesday, April 1, 2015",2187,00001AK
1,46,"Friday, May 1, 2015",211,00001AK
1,47,"Sunday, June 1, 2014",392,00001AK
1,47,"Friday, August 1, 2014",199,00001AK
1,47,"Monday, December 1, 2014",392,00001AK
1,48,"Saturday, March 1, 2014",2187,00001AK
1,48,"Tuesday, July 1, 2014",1,00001AK
1,48,"Monday, September 1, 2014",1,00001AK
1,48,"Sunday, March 1, 2015",211,00001AK
1,48,"Friday, May 1, 2015",199,00001AK
1,49,"Saturday, February 1, 2014",1908,00001AK
1,49,"Thursday, May 1, 2014",392,00001AK
1,49,"Saturday, November 1, 2014",1,00001AK
1,49,"Monday, December 1, 2014",199,00001AK
1,49,"Monday, December 1, 2014",392,00001AK
1,49,"Thursday, January 1, 2015",1,00001AK
1,50,"Tuesday, April 1, 2014",1908,00001AK
1,50,"Thursday, May 1, 2014",392,00001AK
1,50,"Sunday, June 1, 2014",1908,00001AK
1,50,"Friday, August 1, 2014",199,00001AK
1,50,"Wednesday, October 1, 2014",2187,00001AK
1,50,"Monday, December 1, 2014",199,00001AK
1,50,"Wednesday, April 1, 2015",1,00001AK
1,50,"Wednesday, April 1, 2015",211,00001AK
1,50,"Friday, May 1, 2015",211,00001AK
1,51,"Saturday, February 1, 2014",392,00001AK
1,51,"Sunday, March 1, 2015",392,00001AK
1,51,"Sunday, March 1, 2015",392,00001AK
1,52,"Tuesday, July 1, 2014",392,00001AK
1,52,"Friday, May 1, 2015",392,00001AK
1,54,"Saturday, March 1, 2014",392,00001AK
1,54,"Sunday, June 1, 2014",392,00001AK
1,55,"Saturday, February 1, 2014",392,00001AK
1,56,"Tuesday, July 1, 2014",392,00001AK
1,57,"Sunday, June 1, 2014",392,00001AK
1,60,"Saturday, February 1, 2014",1233,00001AK
1,60,"Saturday, February 1, 2014",1726,00001AK
1,60,"Saturday, March 1, 2014",1688,00001AK
1,60,"Tuesday, April 1, 2014",1726,00001AK
1,60,"Saturday, November 1, 2014",2102,00001AK
1,60,"Sunday, February 1, 2015",1688,00001AK
1,60,"Sunday, March 1, 2015",1027,00001AK
1,60,"Sunday, March 1, 2015",1726,00001AK
1,60,"Wednesday, April 1, 2015",1233,00001AK
1,61,"Thursday, May 1, 2014",1233,00001AK
1,61,"Friday, August 1, 2014",1726,00001AK
1,61,"Monday, September 1, 2014",1863,00001AK
1,61,"Sunday, February 1, 2015",1726,00001AK
1,61,"Sunday, February 1, 2015",392,00001AK
1,62,"Friday, August 1, 2014",1863,00001AK
1,62,"Monday, December 1, 2014",694,00001AK
1,62,"Thursday, January 1, 2015",1043,00001AK
1,62,"Thursday, January 1, 2015",1688,00001AK
1,62,"Sunday, March 1, 2015",694,00001AK
1,62,"Wednesday, April 1, 2015",1863,00001AK
1,63,"Saturday, February 1, 2014",1688,00001AK
1,63,"Thursday, May 1, 2014",1688,00001AK
1,63,"Thursday, May 1, 2014",1863,00001AK
1,63,"Friday, August 1, 2014",1863,00001AK
1,63,"Monday, September 1, 2014",694,00001AK
1,63,"Saturday, November 1, 2014",1863,00001AK
1,63,"Monday, December 1, 2014",1688,00001AK
1,63,"Wednesday, April 1, 2015",1027,00001AK
1,63,"Friday, May 1, 2015",1043,00001AK
1,63,"Monday, June 1, 2015",1863,00001AK
1,63,"Monday, June 1, 2015",1863,00001AK
1,64,"Tuesday, April 1, 2014",1863,00001AK
1,64,"Tuesday, July 1, 2014",1863,00001AK
1,64,"Monday, December 1, 2014",1233,00001AK
1,64,"Thursday, January 1, 2015",1233,00001AK
1,64,"Thursday, January 1, 2015",1233,00001AK
1,64,"Sunday, February 1, 2015",1726,00001AK
1,64,"Sunday, March 1, 2015",1863,00001AK
1,64,"Friday, May 1, 2015",1863,00001AK
1,64,"Monday, June 1, 2015",1726,00001AK
1,65,"Saturday, February 1, 2014",1043,00001AK
1,65,"Saturday, February 1, 2014",1688,00001AK
1,65,"Saturday, March 1, 2014",1233,00001AK
1,65,"Tuesday, April 1, 2014",1233,00001AK
1,65,"Tuesday, April 1, 2014",1688,00001AK
1,65,"Thursday, May 1, 2014",694,00001AK
1,65,"Sunday, June 1, 2014",2102,00001AK
1,65,"Friday, August 1, 2014",1027,00001AK
1,65,"Monday, September 1, 2014",1043,00001AK
1,65,"Monday, December 1, 2014",2102,00001AK
1,65,"Sunday, March 1, 2015",1688,00001AK
1,66,"Wednesday, January 1, 2014",1233,00001AK
1,66,"Sunday, June 1, 2014",1027,00001AK
1,66,"Monday, September 1, 2014",1726,00001AK
1,66,"Monday, September 1, 2014",2102,00001AK
1,66,"Saturday, November 1, 2014",694,00001AK
1,66,"Thursday, January 1, 2015",1688,00001AK
1,66,"Wednesday, April 1, 2015",1043,00001AK
1,66,"Friday, May 1, 2015",1027,00001AK
1,66,"Monday, June 1, 2015",2102,00001AK
1,67,"Saturday, February 1, 2014",2102,00001AK
1,67,"Tuesday, April 1, 2014",1863,00001AK
1,67,"Thursday, May 1, 2014",1233,00001AK
1,67,"Sunday, June 1, 2014",2102,00001AK
1,67,"Monday, September 1, 2014",1027,00001AK
1,67,"Monday, September 1, 2014",2102,00001AK
1,67,"Saturday, November 1, 2014",1233,00001AK
1,67,"Saturday, November 1, 2014",1726,00001AK
1,67,"Monday, December 1, 2014",1726,00001AK
1,67,"Monday, December 1, 2014",1863,00001AK
1,67,"Sunday, February 1, 2015",1027,00001AK
1,67,"Sunday, March 1, 2015",1043,00001AK
1,68,"Saturday, February 1, 2014",2102,00001AK
1,68,"Tuesday, July 1, 2014",1688,00001AK
1,68,"Tuesday, July 1, 2014",1726,00001AK
1,68,"Friday, August 1, 2014",1043,00001AK
1,68,"Wednesday, October 1, 2014",1233,00001AK
1,68,"Monday, December 1, 2014",1027,00001AK
1,68,"Monday, December 1, 2014",2102,00001AK
1,68,"Sunday, February 1, 2015",2102,00001AK
1,68,"Wednesday, April 1, 2015",1233,00001AK
1,69,"Saturday, February 1, 2014",1027,00001AK
1,69,"Tuesday, April 1, 2014",694,00001AK
1,69,"Tuesday, July 1, 2014",694,00001AK
1,69,"Saturday, November 1, 2014",2102,00001AK
1,69,"Monday, December 1, 2014",694,00001AK
1,69,"Sunday, February 1, 2015",1027,00001AK
1,69,"Friday, May 1, 2015",1027,00001AK
1,69,"Monday, June 1, 2015",1233,00001AK
1,69,"Monday, June 1, 2015",2102,00001AK
1,70,"Saturday, March 1, 2014",1233,00001AK
1,70,"Sunday, June 1, 2014",1726,00001AK
1,70,"Sunday, June 1, 2014",1863,00001AK
1,70,"Friday, August 1, 2014",1043,00001AK
1,70,"Friday, August 1, 2014",2102,00001AK
1,70,"Monday, September 1, 2014",1688,00001AK
1,70,"Monday, September 1, 2014",2102,00001AK
1,70,"Saturday, November 1, 2014",2102,00001AK
1,70,"Thursday, January 1, 2015",1726,00001AK
1,70,"Thursday, January 1, 2015",1726,00001AK
1,70,"Sunday, March 1, 2015",1726,00001AK
1,70,"Sunday, March 1, 2015",694,00001AK
1,70,"Wednesday, April 1, 2015",1233,00001AK
1,70,"Wednesday, April 1, 2015",1233,00001AK
1,70,"Wednesday, April 1, 2015",1863,00001AK
1,70,"Wednesday, April 1, 2015",392,00001AK
1,70,"Friday, May 1, 2015",2102,00001AK
1,71,"Saturday, February 1, 2014",1027,00001AK
1,71,"Thursday, May 1, 2014",694,00001AK
1,71,"Sunday, June 1, 2014",1863,00001AK
1,71,"Wednesday, October 1, 2014",1233,00001AK
1,71,"Wednesday, October 1, 2014",1233,00001AK
1,71,"Wednesday, October 1, 2014",2102,00001AK
1,71,"Sunday, March 1, 2015",1688,00001AK
1,72,"Saturday, February 1, 2014",1027,00001AK
1,72,"Saturday, March 1, 2014",2102,00001AK
1,72,"Thursday, May 1, 2014",694,00001AK
1,72,"Friday, August 1, 2014",2102,00001AK
1,72,"Sunday, March 1, 2015",1726,00001AK
1,72,"Wednesday, April 1, 2015",1688,00001AK
1,73,"Saturday, March 1, 2014",2102,00001AK
1,73,"Sunday, June 1, 2014",1027,00001AK
1,73,"Tuesday, July 1, 2014",1043,00001AK
1,73,"Friday, August 1, 2014",1027,00001AK
1,73,"Monday, September 1, 2014",1863,00001AK
1,73,"Wednesday, October 1, 2014",1027,00001AK
1,73,"Saturday, November 1, 2014",1863,00001AK
1,73,"Sunday, February 1, 2015",2102,00001AK
1,73,"Sunday, February 1, 2015",694,00001AK
1,73,"Friday, May 1, 2015",1027,00001AK
1,73,"Friday, May 1, 2015",1233,00001AK
1,74,"Saturday, February 1, 2014",1233,00001AK
1,74,"Tuesday, April 1, 2014",694,00001AK
1,74,"Sunday, June 1, 2014",1027,00001AK
1,74,"Monday, September 1, 2014",1027,00001AK
1,74,"Monday, September 1, 2014",1726,00001AK
1,74,"Monday, December 1, 2014",1863,00001AK
1,74,"Thursday, January 1, 2015",1043,00001AK
1,74,"Sunday, February 1, 2015",1233,00001AK
1,74,"Friday, May 1, 2015",1027,00001AK
1,74,"Monday, June 1, 2015",1027,00001AK
1,75,"Thursday, May 1, 2014",1043,00001AK
1,75,"Thursday, May 1, 2014",1863,00001AK
1,75,"Sunday, June 1, 2014",1688,00001AK
1,75,"Sunday, June 1, 2014",694,00001AK
1,75,"Saturday, November 1, 2014",1726,00001AK
1,75,"Monday, June 1, 2015",1027,00001AK
1,75,"Monday, June 1, 2015",1233,00001AK
1,76,"Wednesday, January 1, 2014",2102,00001AK
1,76,"Saturday, November 1, 2014",1863,00001AK
1,76,"Thursday, January 1, 2015",1863,00001AK
1,76,"Sunday, March 1, 2015",1863,00001AK
1,76,"Friday, May 1, 2015",1027,00001AK
1,76,"Monday, June 1, 2015",1027,00001AK
1,76,"Monday, June 1, 2015",694,00001AK
1,77,"Monday, September 1, 2014",1027,00001AK
1,77,"Wednesday, October 1, 2014",1233,00001AK
1,77,"Thursday, January 1, 2015",1043,00001AK
1,77,"Thursday, January 1, 2015",694,00001AK
1,77,"Sunday, February 1, 2015",392,00001AK
1,77,"Monday, June 1, 2015",1027,00001AK
1,77,"Monday, June 1, 2015",1863,00001AK
1,78,"Saturday, February 1, 2014",1688,00001AK
1,78,"Saturday, March 1, 2014",1233,00001AK
1,78,"Tuesday, July 1, 2014",1233,00001AK
1,78,"Tuesday, July 1, 2014",2102,00001AK
1,78,"Wednesday, October 1, 2014",1027,00001AK
1,78,"Sunday, February 1, 2015",392,00001AK
1,78,"Friday, May 1, 2015",1043,00001AK
1,78,"Friday, May 1, 2015",1726,00001AK
1,78,"Friday, May 1, 2015",694,00001AK
1,79,"Wednesday, January 1, 2014",1863,00001AK
1,79,"Saturday, February 1, 2014",694,00001AK
1,79,"Tuesday, April 1, 2014",1027,00001AK
1,79,"Friday, August 1, 2014",2102,00001AK
1,79,"Monday, December 1, 2014",1027,00001AK
1,79,"Monday, December 1, 2014",1027,00001AK
1,79,"Thursday, January 1, 2015",1043,00001AK
1,79,"Sunday, February 1, 2015",2102,00001AK
1,79,"Wednesday, April 1, 2015",1233,00001AK
1,79,"Wednesday, April 1, 2015",1726,00001AK
1,79,"Friday, May 1, 2015",2102,00001AK
1,79,"Monday, June 1, 2015",1043,00001AK
1,80,"Wednesday, January 1, 2014",1863,00001AK
1,80,"Sunday, June 1, 2014",1688,00001AK
1,80,"Tuesday, July 1, 2014",1233,00001AK
1,80,"Monday, September 1, 2014",1043,00001AK
1,80,"Monday, December 1, 2014",1233,00001AK
1,80,"Monday, December 1, 2014",1233,00001AK
1,80,"Sunday, February 1, 2015",694,00001AK
1,80,"Sunday, March 1, 2015",1027,00001AK
1,80,"Wednesday, April 1, 2015",1863,00001AK
1,80,"Wednesday, April 1, 2015",694,00001AK
1,81,"Wednesday, January 1, 2014",1043,00001AK
1,81,"Tuesday, July 1, 2014",1863,00001AK
1,81,"Monday, September 1, 2014",1233,00001AK
1,81,"Saturday, November 1, 2014",2102,00001AK
1,81,"Thursday, January 1, 2015",1688,00001AK
1,81,"Monday, June 1, 2015",1043,00001AK
1,81,"Monday, June 1, 2015",2102,00001AK
1,82,"Saturday, February 1, 2014",1863,00001AK
1,82,"Saturday, February 1, 2014",694,00001AK
1,82,"Thursday, May 1, 2014",1027,00001AK
1,82,"Wednesday, October 1, 2014",1863,00001AK
1,82,"Monday, December 1, 2014",1688,00001AK
1,82,"Thursday, January 1, 2015",1726,00001AK
1,82,"Sunday, March 1, 2015",694,00001AK
1,83,"Tuesday, April 1, 2014",1233,00001AK
1,83,"Tuesday, July 1, 2014",1688,00001AK
1,83,"Saturday, November 1, 2014",1726,00001AK
1,83,"Sunday, March 1, 2015",1726,00001AK
1,83,"Friday, May 1, 2015",1726,00001AK
1,84,"Saturday, February 1, 2014",1233,00001AK
1,84,"Saturday, February 1, 2014",1726,00001AK
1,84,"Tuesday, April 1, 2014",1688,00001AK
1,84,"Sunday, June 1, 2014",1043,00001AK
1,84,"Friday, August 1, 2014",694,00001AK
1,84,"Wednesday, October 1, 2014",1863,00001AK
1,84,"Saturday, November 1, 2014",1043,00001AK
1,84,"Monday, December 1, 2014",1688,00001AK
1,84,"Thursday, January 1, 2015",1688,00001AK
1,84,"Thursday, January 1, 2015",1726,00001AK
1,84,"Sunday, March 1, 2015",1726,00001AK
1,84,"Wednesday, April 1, 2015",1688,00001AK
1,84,"Friday, May 1, 2015",1863,00001AK
1,85,"Thursday, May 1, 2014",1233,00001AK
1,85,"Thursday, May 1, 2014",1726,00001AK
1,85,"Tuesday, July 1, 2014",1688,00001AK
1,85,"Monday, September 1, 2014",1233,00001AK
1,85,"Monday, September 1, 2014",1688,00001AK
1,85,"Wednesday, October 1, 2014",1043,00001AK
1,85,"Saturday, November 1, 2014",1027,00001AK
1,85,"Wednesday, April 1, 2015",1027,00001AK
1,85,"Wednesday, April 1, 2015",2102,00001AK
1,86,"Saturday, February 1, 2014",1027,00001AK
1,86,"Saturday, February 1, 2014",2102,00001AK
1,86,"Thursday, May 1, 2014",1027,00001AK
1,86,"Tuesday, July 1, 2014",1043,00001AK
1,86,"Monday, December 1, 2014",1688,00001AK
1,86,"Monday, December 1, 2014",694,00001AK
1,86,"Sunday, February 1, 2015",1027,00001AK
1,86,"Sunday, March 1, 2015",2102,00001AK
1,86,"Friday, May 1, 2015",1688,00001AK
1,87,"Saturday, February 1, 2014",1688,00001AK
1,87,"Saturday, March 1, 2014",694,00001AK
1,87,"Thursday, May 1, 2014",694,00001AK
1,87,"Friday, August 1, 2014",1027,00001AK
1,87,"Wednesday, October 1, 2014",1863,00001AK
1,88,"Wednesday, January 1, 2014",1688,00001AK
1,88,"Wednesday, January 1, 2014",1688,00001AK
1,88,"Sunday, June 1, 2014",694,00001AK
1,88,"Tuesday, July 1, 2014",1233,00001AK
1,88,"Monday, September 1, 2014",1688,00001AK
1,88,"Monday, December 1, 2014",1233,00001AK
1,88,"Monday, December 1, 2014",2102,00001AK
1,88,"Thursday, January 1, 2015",1863,00001AK
1,88,"Sunday, March 1, 2015",694,00001AK
1,88,"Wednesday, April 1, 2015",2102,00001AK
1,88,"Friday, May 1, 2015",1688,00001AK
1,89,"Tuesday, July 1, 2014",1688,00001AK
1,89,"Saturday, November 1, 2014",1233,00001AK
1,89,"Saturday, November 1, 2014",1863,00001AK
1,90,"Saturday, February 1, 2014",1688,00001AK
1,90,"Sunday, June 1, 2014",1726,00001AK
1,90,"Monday, December 1, 2014",2102,00001AK
1,90,"Thursday, January 1, 2015",2102,00001AK
1,90,"Sunday, March 1, 2015",1027,00001AK
2,10,"Monday, December 1, 2014",2187,35004AL
2,10,"Sunday, February 1, 2015",2187,35004AL
2,10,"Wednesday, April 1, 2015",1,35004AL
2,11,"Wednesday, January 1, 2014",1,35004AL
2,11,"Thursday, May 1, 2014",1,35004AL
2,11,"Sunday, June 1, 2014",2187,35004AL
2,12,"Saturday, March 1, 2014",199,35004AL
2,12,"Thursday, May 1, 2014",2187,35004AL
2,12,"Tuesday, July 1, 2014",211,35004AL
2,12,"Friday, August 1, 2014",1,35004AL
2,12,"Sunday, March 1, 2015",1,35004AL
2,13,"Friday, August 1, 2014",1,35004AL
2,13,"Monday, December 1, 2014",211,35004AL
2,13,"Thursday, January 1, 2015",2187,35004AL
2,13,"Monday, June 1, 2015",1,35004AL
2,14,"Saturday, February 1, 2014",199,35004AL
2,14,"Saturday, March 1, 2014",211,35004AL
2,14,"Sunday, June 1, 2014",199,35004AL
2,14,"Monday, June 1, 2015",199,35004AL
2,15,"Tuesday, July 1, 2014",1,35004AL
2,15,"Monday, September 1, 2014",199,35004AL
2,16,"Thursday, May 1, 2014",199,35004AL
2,16,"Monday, September 1, 2014",1908,35004AL
2,16,"Thursday, January 1, 2015",199,35004AL
2,16,"Sunday, February 1, 2015",2187,35004AL
2,17,"Wednesday, January 1, 2014",1908,35004AL
2,17,"Saturday, February 1, 2014",199,35004AL
2,17,"Thursday, May 1, 2014",199,35004AL
2,17,"Thursday, May 1, 2014",211,35004AL
2,17,"Thursday, January 1, 2015",199,35004AL
2,17,"Wednesday, April 1, 2015",211,35004AL
2,18,"Thursday, May 1, 2014",2187,35004AL
2,19,"Tuesday, July 1, 2014",199,35004AL
2,19,"Monday, September 1, 2014",211,35004AL
2,19,"Sunday, February 1, 2015",2187,35004AL
2,19,"Friday, May 1, 2015",2187,35004AL
2,20,"Sunday, June 1, 2014",211,35004AL
2,20,"Tuesday, July 1, 2014",1,35004AL
2,20,"Tuesday, July 1, 2014",1908,35004AL
2,20,"Wednesday, October 1, 2014",1908,35004AL
2,20,"Wednesday, April 1, 2015",1908,35004AL
2,21,"Saturday, March 1, 2014",2187,35004AL
2,21,"Sunday, February 1, 2015",1908,35004AL
2,22,"Saturday, March 1, 2014",1,35004AL
2,22,"Saturday, March 1, 2014",2187,35004AL
2,22,"Saturday, November 1, 2014",1,35004AL
2,22,"Monday, December 1, 2014",1,35004AL
2,22,"Thursday, January 1, 2015",1908,35004AL
2,23,"Thursday, May 1, 2014",211,35004AL
2,23,"Sunday, March 1, 2015",211,35004AL
2,23,"Friday, May 1, 2015",1908,35004AL
2,23,"Friday, May 1, 2015",211,35004AL
2,24,"Saturday, March 1, 2014",1,35004AL
2,24,"Saturday, November 1, 2014",1,35004AL
2,25,"Saturday, March 1, 2014",1,35004AL
2,25,"Monday, September 1, 2014",1908,35004AL
2,25,"Saturday, November 1, 2014",2187,35004AL
2,26,"Wednesday, October 1, 2014",1908,35004AL
2,26,"Saturday, November 1, 2014",211,35004AL
2,26,"Monday, December 1, 2014",1908,35004AL
2,26,"Wednesday, April 1, 2015",1908,35004AL
2,26,"Monday, June 1, 2015",1908,35004AL
2,26,"Monday, June 1, 2015",2187,35004AL
2,27,"Wednesday, October 1, 2014",211,35004AL
2,27,"Saturday, November 1, 2014",1,35004AL
2,27,"Monday, December 1, 2014",211,35004AL
2,27,"Thursday, January 1, 2015",1908,35004AL
2,28,"Sunday, June 1, 2014",1908,35004AL
2,29,"Saturday, February 1, 2014",211,35004AL
2,29,"Tuesday, April 1, 2014",1,35004AL
2,29,"Saturday, November 1, 2014",2187,35004AL
2,29,"Sunday, March 1, 2015",1908,35004AL
2,29,"Sunday, March 1, 2015",199,35004AL
2,30,"Wednesday, January 1, 2014",211,35004AL
2,30,"Saturday, February 1, 2014",1908,35004AL
2,30,"Saturday, February 1, 2014",211,35004AL
2,30,"Wednesday, October 1, 2014",392,35004AL
2,31,"Wednesday, October 1, 2014",1,35004AL
2,31,"Sunday, March 1, 2015",211,35004AL
2,32,"Monday, September 1, 2014",211,35004AL
2,32,"Monday, September 1, 2014",392,35004AL
2,32,"Sunday, February 1, 2015",1,35004AL
2,32,"Monday, June 1, 2015",2187,35004AL
2,33,"Thursday, May 1, 2014",211,35004AL
2,33,"Saturday, November 1, 2014",392,35004AL
2,33,"Thursday, January 1, 2015",392,35004AL
2,34,"Saturday, February 1, 2014",1908,35004AL
2,34,"Tuesday, April 1, 2014",1908,35004AL
2,34,"Thursday, January 1, 2015",199,35004AL
